TP,Add_to_black_list,FP,candidate,ADJ,count_nct,is_mab,is_therapy,sentence,sents,_ids,link_to_ct_gov
1,,,radioiodine,FALSE,2,FALSE,FALSE,"Surgery is the standard therapeutic approach for patients with differentiated thyroid carcinoma (DTC), followed by radioiodine (RAI) therapy if indicated.","{'Surgery is the standard therapeutic approach for patients with differentiated thyroid carcinoma (DTC), followed by radioiodine (RAI) therapy if indicated.', 'A Phase II Study of the Safety and Effectiveness of rhTSH in Radioiodine Treatment for Patients With Differentiated Thyroid Cancer.', 'Effect of Radioiodine Therapy on Ovarian Reserve in Female Patients With Differentiated Thyroid Cancer.'}","{'NCT04396158', 'NCT04447183'}",NCT04396158
,1,,angiotensin,FALSE,2,FALSE,FALSE,Comparing preventive effect of myocardial global longitudinal strain-based cardioprotective stragety (angiotensin receptor blocker prophylaxis) with left ventricular ejection fraction-based strategy in breast cancer patients treated with adjuvant trastuzumab,"{'Comparing preventive effect of myocardial global longitudinal strain-based cardioprotective stragety (angiotensin receptor blocker prophylaxis) with left ventricular ejection fraction-based strategy in breast cancer patients treated with adjuvant trastuzumab', '- IMN patients with moderate risk and have a decline of less than 50% in proteinuria despite renin-angiotensin system blockade for at least 6 months before randomization.'}","{'NCT04429633', 'NCT04424862'}",NCT04429633
1,,,lu-psma,FALSE,2,FALSE,FALSE,"This clinical trial will evaluate the dosimetry, efficacy and toxicity of Lu-PSMA in men with high PSMA-expressing high-risk localized or locoregional advanced prostate cancer (HRCaP) undergoing radical prostatectomy (RP) and pelvic lymph node dissection (PLND)","{'This clinical trial will evaluate the dosimetry, efficacy and toxicity of Lu-PSMA in men with high PSMA-expressing high-risk localized or locoregional advanced prostate cancer (HRCaP) undergoing radical prostatectomy (RP) and pelvic lymph node dissection (PLND)', 'This phase 2 randomised clinical trial will investigate the activity and safety of adding Lu-PSMA to enzalutamide in patients with metastatic castrate resistant prostate cancer (mCRPC) not previously treated with chemotherapy'}","{'NCT04419402', 'NCT04430192'}",NCT04419402
,1,,64cu,FALSE,2,FALSE,FALSE,The purpose of this study is to assess the performance of imaging agent 64Cu-SARTATE in participants with known or suspected Gastroenteropancreatic (GEP) Neuroendocrine Tumors (NETs) as a potential new way to help diagnose NETs,"{'The purpose of this study is to assess the performance of imaging agent 64Cu-SARTATE in participants with known or suspected Gastroenteropancreatic (GEP) Neuroendocrine Tumors (NETs) as a potential new way to help diagnose NETs', 'Positron Emission Tomography (PET) Imaging of Patients With Low & Intermediate Grade Neuroendocrine Tumors Using 64Cu-SARTATE: A Single Centre, Open-Label, Non-Randomized, Phase-0 Microdosing Investigation.'}","{'NCT04440956', 'NCT04438304'}",NCT04440956
,1,,aza,FALSE,2,FALSE,FALSE,"The study consists of two treatment arms - In one arm, participants will receive venetoclax and AZA.","{'The study consists of two treatment arms - In one arm, participants will receive venetoclax and AZA.', 'Participants in another arm will receive oral doses of placebo tablet and intravenous or subcutaneous AZA solution.', 'The purpose of this study is to see how safe and effective venetoclax and azacitidine (AZA) combination are when compared to AZA and a placebo (contains no medicine), in participants with newly diagnosed higher-risk MDS.', 'Participants in one arm will receive oral doses of venetoclax tablet and intravenous (infusion in the vein) or subcutaneous (given under the skin) AZA solution.', 'In another arm, participants will receive AZA and placebo.', 'In this single arm multi-centers prospective study, adult patients with rrAML are included and treated with BCL-2 inhibitor venetoclax at a dose of 400mg per day for 14 days, combined with azacitidine (AZA) at a dose of 75mg/m2 per day for 7 days, and HHT 1mg/m2 per day for 7 days, and then the eficacy and safety of HVA regimens as salvage treatment in rrAML are assessed'}","{'NCT04424147', 'NCT04401748'}",NCT04424147
1,,,cb-5339,FALSE,2,FALSE,FALSE,"- CB-5339 will be administered orally on a schedule of once daily, 4 days on and 3 days off, in 28-day cycles.","{'- CB-5339 will be administered orally on a schedule of once daily, 4 days on and 3 days off, in 28-day cycles.', 'This is a multicenter, open-label Phase 1 study of orally administered CB-5339 in participants with R/R AML or participants with R/R intermediate- to high-risk MDS', 'A Phase 1 Trial of the p97 Inhibitor CB-5339 in Patients With Advanced Solid Tumors and Lymphomas.', '-To establish the safety, tolerability, and recommended phase 2 dose (RP2D) of CB-5339 administered orally on a schedule of once daily, 4 days on and 3 days off, in patients with advanced solid tumors and lymphomas Secondary Objectives: - To evaluate the pharmacokinetic profiles of CB-5339 - To assess the preliminary antitumor activity of CB-5339 in patients with advanced solid tumors and lymphomas - To determine the effects of CB-5339 on the ubiquitin proteasome system and markers of cell death in pre- and post-treatment tumor biopsies and peripheral blood mononuclear cells (PBMCs) Exploratory Objectives: -To evaluate potential associations between CB-5339 activity and genomic alterations assessed in circulating tumor DNA Eligibility: Patients >= 18 years of age must have histologically documented solid tumors whose disease has progressed on standard therapy or for which there is no available standard therapy or therapy known to prolong survival;', '- The p97 inhibitor CB-5339 has been well characterized in in vitro and in vivo studies and had demonstrated induction of an unfolded protein response, decreased cell viability, and apoptosis.', '- Pharmacodynamic effects of CB-5339 will be assessed through a panel of markers including accumulation of lysine-48 (K48) specific polyubiquitinated substrates in the cytosol, upregulation of transcription factor CHOP in nucleus, and appearance of cleaved caspase-3 in the cytosol', 'A Phase 1 Study to Evaluate the Safety and Pharmacokinetic Profiles of CB-5339 in Participants With Relapsed/Refractory Acute Myeloid Leukemia or Relapsed/Refractory Intermediate or High Risk Myelodysplastic Syndrome.'}","{'NCT04449562', 'NCT04402541'}",NCT04449562
,1,,prednison,FALSE,2,FALSE,FALSE,"The investigators used TPM regimen (thalidomide + prednison + methotrexate ) to treat LGLL since 2013, and 18/20 patients (90%) obtained clinical response, including 80% complete response.","{'The investigators used TPM regimen (thalidomide + prednison + methotrexate ) to treat LGLL since 2013, and 18/20 patients (90%) obtained clinical response, including 80% complete response.', 'a phase I trial focusing on safety and efficacy of prednison shock plus sirolimus maintenance in treating Kaposiform hemangioendothelioma (KHE) with Kasabach-Merritt phenomenon (KMP)'}","{'NCT04453345', 'NCT04409691'}",NCT04453345
,1,,antinib,FALSE,1,FALSE,FALSE,"It is a single-arm, multicenter phase II clinical study of oral etoposide combined with antinib in the treatment of recurrent or metastatic triple-negative breast cancer","{'It is a single-arm, multicenter phase II clinical study of oral etoposide combined with antinib in the treatment of recurrent or metastatic triple-negative breast cancer'}",{'NCT04452370'},NCT04452370
1,,,lutetium-177-psma,FALSE,1,FALSE,FALSE,Lutetium-177-PSMA-I&T Radioligand Therapy in Oligo-metastatic Hormone Sensitive Prostate Cancer.,{'Lutetium-177-PSMA-I&T Radioligand Therapy in Oligo-metastatic Hormone Sensitive Prostate Cancer.'},{'NCT04443062'},NCT04443062
1,,,dsp107,FALSE,1,FALSE,FALSE,Part 2: Preliminary efficacy assessment of DSP107 single agent treatment and DSP107 in combination with atezolizumab in second line treatment of non small cell lung cancer,"{'Part 2: Preliminary efficacy assessment of DSP107 single agent treatment and DSP107 in combination with atezolizumab in second line treatment of non small cell lung cancer', 'Phase I/II Study of DSP107 in Subjects With Advanced Solid Tumors Including a Dose-escalation Safety Study (Part 1) and Preliminary Efficacy Assessment of DSP107 as Monotherapy and in Combination With Atezolizumab (Part 2).', 'Part 1: A first-in-human, open-label, Phase I dose escalation study of DSP107 monotherapy and combination therapy with atezolizumab in patients with advanced solid tumors.'}",{'NCT04440735'},NCT04440735
