TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids,link_to_ct_gov
1,,ly3435151,FALSE,1,FALSE,FALSE,{'NCT04099277'},NCT04099277
1,,albumin,FALSE,1,FALSE,FALSE,{'NCT04108013'},NCT04108013
,1,bu,FALSE,1,FALSE,FALSE,{'NCT04098393'},NCT04098393
,1,cb transplant,FALSE,1,FALSE,FALSE,{'NCT04103879'},NCT04103879
,?,apairis,FALSE,1,FALSE,FALSE,{'NCT04101929'},NCT04101929
,?,um171,FALSE,1,FALSE,FALSE,{'NCT04103879'},NCT04103879
1,,ab680,FALSE,1,FALSE,FALSE,{'NCT04104672'},NCT04104672
,1,ab680 combination therapy,FALSE,1,FALSE,TRUE,{'NCT04104672'},NCT04104672
1,,ab122,FALSE,1,FALSE,FALSE,{'NCT04104672'},NCT04104672
,1,apairis),FALSE,1,FALSE,FALSE,{'NCT04101929'},NCT04101929
1,,allo-hsct,FALSE,1,FALSE,FALSE,{'NCT04098653'},NCT04098653
1,,dexmodtomidine,FALSE,1,FALSE,FALSE,{'NCT04106999'},NCT04106999
1,,dexmedtomidine,FALSE,1,FALSE,FALSE,{'NCT04106999'},NCT04106999
1,,dexmeditomidine,FALSE,1,FALSE,FALSE,{'NCT04106999'},NCT04106999
1,,dexmedetomidine,FALSE,1,FALSE,FALSE,{'NCT04106999'},NCT04106999
1,,bms-986208,FALSE,1,FALSE,FALSE,{'NCT04106414'},NCT04106414
,1,proxalutamide therapy,FALSE,1,FALSE,TRUE,{'NCT04103853'},NCT04103853
,1,i,FALSE,1,FALSE,FALSE,{'NCT04103853'},NCT04103853
1,,proxalutamide,FALSE,1,FALSE,FALSE,{'NCT04103853'},NCT04103853
1,,apixaban,FALSE,1,FALSE,FALSE,{'NCT04106700'},NCT04106700
1,,apixaban,TRUE,1,FALSE,FALSE,{'NCT04106700'},NCT04106700
,1,induction therapy,FALSE,1,FALSE,TRUE,{'NCT04106700'},NCT04106700
,1,technetium 99m (tc99m,FALSE,1,FALSE,FALSE,{'NCT04105283'},NCT04105283
,1,bucy,FALSE,1,FALSE,FALSE,{'NCT04098653'},NCT04098653
,1,other therapy,FALSE,1,FALSE,TRUE,{'NCT04104776'},NCT04104776
1,,cpi-0209,FALSE,1,FALSE,FALSE,{'NCT04104776'},NCT04104776
,1,lattice,FALSE,1,FALSE,FALSE,{'NCT04098887'},NCT04098887
,1,hypofractionated radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04106856'},NCT04106856
1,,losartan,FALSE,1,FALSE,FALSE,{'NCT04106856'},NCT04106856
1,,clr 131,FALSE,1,FALSE,FALSE,{'NCT04105543'},NCT04105543
,1,"131,",FALSE,1,FALSE,FALSE,{'NCT04105543'},NCT04105543
,1,radiation,FALSE,1,FALSE,FALSE,{'NCT04105543'},NCT04105543
,1,toca,FALSE,1,FALSE,FALSE,{'NCT04105374'},NCT04105374
,1,toca fc),FALSE,1,FALSE,FALSE,{'NCT04105374'},NCT04105374
,1,microbiota therapy,FALSE,1,FALSE,TRUE,{'NCT04105270'},NCT04105270
,1,restorative microbiota therapy,FALSE,1,FALSE,TRUE,{'NCT04105270'},NCT04105270
1,,valemetostat tosylate,FALSE,1,FALSE,FALSE,{'NCT04102150'},NCT04102150
1,,ds-3201b,FALSE,1,FALSE,FALSE,{'NCT04102150'},NCT04102150
,1,bsc,FALSE,1,FALSE,FALSE,{'NCT04102020'},NCT04102020
1,,artesunate,FALSE,1,FALSE,FALSE,{'NCT04098744'},NCT04098744
1,,artesunate,TRUE,1,FALSE,FALSE,{'NCT04098744'},NCT04098744
1,,shr3680,FALSE,1,FALSE,FALSE,{'NCT04102124'},NCT04102124
1,,shr3162,FALSE,1,FALSE,FALSE,{'NCT04102124'},NCT04102124
1,,ly3295668 erbumine,FALSE,1,FALSE,FALSE,{'NCT04106219'},NCT04106219
,,personalized,FALSE,1,FALSE,FALSE,{'NCT04105582'},NCT04105582
1,,bnt411,FALSE,1,FALSE,FALSE,{'NCT04101357'},NCT04101357
,1,cytotoxic therapies,FALSE,1,FALSE,FALSE,{'NCT04101357'},NCT04101357
1,,sq3370,FALSE,1,FALSE,FALSE,{'NCT04106492'},NCT04106492
