TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,_ids,link_to_ct_gov
,1,cd19+,FALSE,2,FALSE,FALSE,"{'NCT04226989', 'NCT04227015'}",NCT04226989
,1,dendritic,TRUE,2,FALSE,FALSE,"{'NCT04214717', 'NCT04230759'}",NCT04214717
,1,usual radiation therapy,FALSE,2,FALSE,TRUE,"{'NCT04214067', 'NCT04214262'}",NCT04214067
1,,anthracycline,FALSE,2,FALSE,FALSE,"{'NCT04216472', 'NCT04213612'}",NCT04216472
,1,+ selected cell therapy,FALSE,1,FALSE,TRUE,{'NCT04223648'},NCT04223648
1,,sulindac,FALSE,1,FALSE,FALSE,{'NCT04207944'},NCT04207944
,1,(methylnitrosamino,FALSE,1,FALSE,FALSE,{'NCT04228952'},NCT04228952
1,,butanone,FALSE,1,FALSE,FALSE,{'NCT04228952'},NCT04228952
,1,ribonucleic acid,FALSE,1,FALSE,FALSE,{'NCT04224779'},NCT04224779
,1,dna),FALSE,1,FALSE,FALSE,{'NCT04224779'},NCT04224779
,1,deoxyribonucleic acid,FALSE,1,FALSE,FALSE,{'NCT04224779'},NCT04224779
,1,death,FALSE,1,FALSE,FALSE,{'NCT04223648'},NCT04223648
,1,dendritic cell,FALSE,1,FALSE,FALSE,{'NCT04214717'},NCT04214717
,1,-cd19,FALSE,1,FALSE,FALSE,{'NCT04215016'},NCT04215016
,1,induced killer cell (dc-cik),FALSE,1,FALSE,FALSE,{'NCT04214717'},NCT04214717
1,,plx038,FALSE,1,FALSE,FALSE,{'NCT04209595'},NCT04209595
,1,ugt1a1,FALSE,1,FALSE,FALSE,{'NCT04227886'},NCT04227886
,1,planned therapy,FALSE,1,FALSE,TRUE,{'NCT04219202'},NCT04219202
,1,rt,FALSE,1,FALSE,FALSE,{'NCT04228991'},NCT04228991
,1,opioid therapy,FALSE,1,FALSE,TRUE,{'NCT04221165'},NCT04221165
,,pneumovax,FALSE,1,FALSE,FALSE,{'NCT04214444'},NCT04214444
,1,blockade,FALSE,1,FALSE,FALSE,{'NCT04214249'},NCT04214249
1,,bdtx-189 -,FALSE,1,FALSE,FALSE,{'NCT04209465'},NCT04209465
,1,frontline therapy,FALSE,1,FALSE,TRUE,{'NCT04214249'},NCT04214249
,1,usual,TRUE,1,FALSE,FALSE,{'NCT04214067'},NCT04214067
,1,noboru oriuchi,FALSE,1,FALSE,FALSE,{'NCT04222114'},NCT04222114
,1,what,FALSE,1,FALSE,FALSE,{'NCT04209465'},NCT04209465
1,,sct200,FALSE,1,FALSE,FALSE,{'NCT04229537'},NCT04229537
,1,ire,FALSE,1,FALSE,FALSE,{'NCT04212026'},NCT04212026
1,,pneumovax®,FALSE,1,FALSE,FALSE,{'NCT04214444'},NCT04214444
1,,bdtx-189,FALSE,1,FALSE,FALSE,{'NCT04209465'},NCT04209465
1,,acetaminophen,FALSE,1,FALSE,FALSE,{'NCT04221165'},NCT04221165
1,,naproxen,FALSE,1,FALSE,FALSE,{'NCT04221165'},NCT04221165
,1,axilla,FALSE,1,FALSE,FALSE,{'NCT04224922'},NCT04224922
,1,standard therapies,FALSE,1,FALSE,FALSE,{'NCT04222413'},NCT04222413
,1,intensity-modulated radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04207918'},NCT04207918
1,,zl-2301,FALSE,1,FALSE,FALSE,{'NCT04212221'},NCT04212221
,1,fluzoparib±apatinib,FALSE,1,FALSE,FALSE,{'NCT04229615'},NCT04229615
,1,platinum-,FALSE,1,FALSE,FALSE,{'NCT04229615'},NCT04229615
1,,metarrestin,FALSE,1,FALSE,FALSE,{'NCT04222413'},NCT04222413
,1,nivilumab,FALSE,1,TRUE,FALSE,{'NCT04211896'},NCT04211896
,1,direct acting antiviral therapy,FALSE,1,FALSE,TRUE,{'NCT04220151'},NCT04220151
,1,s) (rp2d,FALSE,1,FALSE,FALSE,{'NCT04210219'},NCT04210219
1,,jnj‑64264681,FALSE,1,FALSE,FALSE,{'NCT04210219'},NCT04210219
1,,jnj-64264681,FALSE,1,FALSE,FALSE,{'NCT04210219'},NCT04210219
1,,zw25,FALSE,1,FALSE,FALSE,{'NCT04224272'},NCT04224272
1,,apg-2575,FALSE,1,FALSE,FALSE,{'NCT04215809'},NCT04215809
,1,apg-2575cu101,FALSE,1,FALSE,FALSE,{'NCT04215809'},NCT04215809
,1,ftt,FALSE,1,FALSE,FALSE,{'NCT04221061'},NCT04221061
,1,fluorthanatrace,FALSE,1,FALSE,FALSE,{'NCT04221061'},NCT04221061
1,,tilt-123,FALSE,1,FALSE,FALSE,{'NCT04217473'},NCT04217473
,1,allo,FALSE,1,FALSE,FALSE,{'NCT04216355'},NCT04216355
,1,bridging,FALSE,1,FALSE,FALSE,{'NCT04216355'},NCT04216355
,1,neo-adjuvant therapy,FALSE,1,FALSE,TRUE,{'NCT04215003'},NCT04215003
