TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids,link_to_ct_gov
,1,platinum,FALSE,1,FALSE,FALSE,{'NCT04116359'},NCT04116359
,1,-t) cell targeting glypican,FALSE,1,FALSE,FALSE,{'NCT04121273'},NCT04121273
,1,bucy,FALSE,1,FALSE,FALSE,{'NCT04123392'},NCT04123392
,1,allo-hsct,FALSE,1,FALSE,FALSE,{'NCT04123392'},NCT04123392
,1,antibody,FALSE,1,FALSE,FALSE,{'NCT04119622'},NCT04119622
,1,sofusa,FALSE,1,FALSE,FALSE,{'NCT04118868'},NCT04118868
,1,stupp,FALSE,1,FALSE,FALSE,{'NCT04119674'},NCT04119674
,1,-zumab monotherapy,FALSE,1,TRUE,TRUE,{'NCT04118114'},NCT04118114
,1,hormone therapy,FALSE,1,FALSE,TRUE,{'NCT04123262'},NCT04123262
1,,hs-130,FALSE,1,FALSE,FALSE,{'NCT04116710'},NCT04116710
,1,pof,FALSE,1,FALSE,FALSE,{'NCT04121039'},NCT04121039
,1,anti-egfr monoclonal antibody therapy,FALSE,1,FALSE,TRUE,{'NCT04117945'},NCT04117945
1,,jnj-54767414,FALSE,1,FALSE,FALSE,{'NCT04121260'},NCT04121260
,1,isunakinra,FALSE,1,FALSE,FALSE,{'NCT04121442'},NCT04121442
,1,l,FALSE,1,FALSE,FALSE,{'NCT04121442'},NCT04121442
1,,pregabalin,FALSE,1,FALSE,FALSE,{'NCT04122196'},NCT04122196
1,,mk-7339,FALSE,1,FALSE,FALSE,{'NCT04123366'},NCT04123366
1,"
",sitravatinib,FALSE,1,FALSE,FALSE,{'NCT04123704'},NCT04123704
,1,microbiota transplant,FALSE,1,FALSE,FALSE,{'NCT04116775'},NCT04116775
,1,anti-egfr therapy,FALSE,1,FALSE,TRUE,{'NCT04117945'},NCT04117945
