TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids,link_to_ct_gov
,1,ccar,FALSE,2,FALSE,FALSE,"{'NCT04156178', 'NCT04162353'}",NCT04156178
,1,-l1,FALSE,2,FALSE,FALSE,"{'NCT04152863', 'NCT04164745'}",NCT04152863
,1,bcma,FALSE,2,FALSE,FALSE,"{'NCT04162353', 'NCT04162119'}",NCT04162353
,1,+ b,FALSE,1,FALSE,FALSE,{'NCT04154709'},NCT04154709
,1,-cp,FALSE,1,FALSE,FALSE,{'NCT04155411'},NCT04155411
1,,ro7296682,FALSE,1,FALSE,FALSE,{'NCT04158583'},NCT04158583
,1,anti cancer therapy,FALSE,1,FALSE,TRUE,{'NCT04161560'},NCT04161560
,1,irdye800,FALSE,1,FALSE,FALSE,{'NCT04161560'},NCT04161560
,1,been,FALSE,1,FALSE,FALSE,{'NCT04160195'},NCT04160195
,1,ucar,FALSE,1,FALSE,FALSE,{'NCT04154709'},NCT04154709
,1,t cell,FALSE,1,FALSE,FALSE,{'NCT04154709'},NCT04154709
,1,antibody,FALSE,1,FALSE,FALSE,{'NCT04161560'},NCT04161560
1,,v937,FALSE,1,FALSE,FALSE,{'NCT04152863'},NCT04152863
,1,cd19-pd1-,FALSE,1,FALSE,FALSE,{'NCT04163302'},NCT04163302
1,,ly3200882,FALSE,1,FALSE,FALSE,{'NCT04158700'},NCT04158700
,1,nivo,FALSE,1,FALSE,FALSE,{'NCT04163289'},NCT04163289
,1,supportive therapy,FALSE,1,FALSE,TRUE,{'NCT04163289'},NCT04163289
,1,microbiota,FALSE,1,FALSE,FALSE,{'NCT04163289'},NCT04163289
,1,ipi,FALSE,1,FALSE,FALSE,{'NCT04163289'},NCT04163289
,1,molecular targeted drug,FALSE,1,FALSE,FALSE,{'NCT04160416'},NCT04160416
,1,modified xeloxiri,FALSE,1,FALSE,FALSE,{'NCT04160416'},NCT04160416
,1,pc,FALSE,1,FALSE,FALSE,{'NCT04164238'},NCT04164238
,1,mo39874,FALSE,1,FALSE,FALSE,{'NCT04148911'},NCT04148911
,1,cytotoxic therapy,FALSE,1,FALSE,TRUE,{'NCT04148911'},NCT04148911
,1,tp,FALSE,1,FALSE,FALSE,{'NCT04164797'},NCT04164797
,1,vaccinations,FALSE,1,FALSE,FALSE,{'NCT04163094'},NCT04163094
1,,ibi315,FALSE,1,FALSE,FALSE,{'NCT04162327'},NCT04162327
,1,clear,TRUE,1,FALSE,FALSE,{'NCT04150562'},NCT04150562
,1,molecularly targeted,FALSE,1,FALSE,FALSE,{'NCT04163237'},NCT04163237
1,,bat4306f,FALSE,1,FALSE,FALSE,{'NCT04152148'},NCT04152148
,1,cravat,FALSE,1,FALSE,FALSE,{'NCT04161664'},NCT04161664
1,,cs1,FALSE,1,FALSE,FALSE,{'NCT04156269'},NCT04156269
,1,ret,FALSE,1,FALSE,FALSE,{'NCT04161391'},NCT04161391
,1,immune checkpoint inhibitor,FALSE,1,FALSE,FALSE,{'NCT04154956'},NCT04154956
,1,standard-of-care,FALSE,1,FALSE,FALSE,{'NCT04154956'},NCT04154956
,1,of,TRUE,1,FALSE,FALSE,{'NCT04154956'},NCT04154956
1,,ag881,FALSE,1,FALSE,FALSE,{'NCT04164901'},NCT04164901
1,,ag-881,FALSE,1,FALSE,FALSE,{'NCT04164901'},NCT04164901
,1,novel combination therapy,FALSE,1,FALSE,TRUE,{'NCT04161248'},NCT04161248
1,,ly3475070,FALSE,1,FALSE,FALSE,{'NCT04148937'},NCT04148937
,,tak,FALSE,1,FALSE,FALSE,{'NCT04157517'},NCT04157517
1,,tak-573,FALSE,1,FALSE,FALSE,{'NCT04157517'},NCT04157517
1,,pom,FALSE,1,FALSE,FALSE,{'NCT04162210'},NCT04162210
1,"
",bat1306,FALSE,1,FALSE,FALSE,{'NCT04151329'},NCT04151329
1,,bat8001,FALSE,1,FALSE,FALSE,{'NCT04151329'},NCT04151329
,1,u2,FALSE,1,FALSE,FALSE,{'NCT04149821'},NCT04149821
1,,tpx-0046,FALSE,1,FALSE,FALSE,{'NCT04161391'},NCT04161391
,1,progressive,TRUE,1,FALSE,FALSE,{'NCT04149821'},NCT04149821
1,,d2c7-it,FALSE,1,FALSE,FALSE,{'NCT04160494'},NCT04160494
,1,salvage therapy,FALSE,1,FALSE,TRUE,{'NCT04149821'},NCT04149821
,1,drugs,FALSE,1,FALSE,FALSE,{'NCT04150965'},NCT04150965
,,immuotherapy,FALSE,1,FALSE,TRUE,{'NCT04156698'},NCT04156698
,1,pci,FALSE,1,FALSE,FALSE,{'NCT04155034'},NCT04155034
,1,prophylactic,TRUE,1,FALSE,FALSE,{'NCT04155034'},NCT04155034
,1,ethanol,FALSE,1,FALSE,FALSE,{'NCT04150042'},NCT04150042
,1,pleural radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04158141'},NCT04158141
,1,targeted radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04158141'},NCT04158141
,1,intensity-modulated radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04158141'},NCT04158141
,1,r-gcd,FALSE,1,FALSE,FALSE,{'NCT04156828'},NCT04156828
,1,line,FALSE,1,FALSE,FALSE,{'NCT04156828'},NCT04156828
1,,dexamethsone,FALSE,1,FALSE,FALSE,{'NCT04150965'},NCT04150965
,1,pmx,FALSE,1,FALSE,FALSE,{'NCT04153565'},NCT04153565
,1,cis),FALSE,1,FALSE,FALSE,{'NCT04153565'},NCT04153565
,1,pbz,FALSE,1,FALSE,FALSE,{'NCT04153565'},NCT04153565
,1,cis,FALSE,1,FALSE,FALSE,{'NCT04153565'},NCT04153565
1,,cpl304110,FALSE,1,FALSE,FALSE,{'NCT04149691'},NCT04149691
1,,hlx10,FALSE,1,FALSE,FALSE,{'NCT04150575'},NCT04150575
,1,anti-tumour therapy,FALSE,1,FALSE,TRUE,{'NCT04150575'},NCT04150575
1,,nal-iri,FALSE,1,FALSE,FALSE,{'NCT04150640'},NCT04150640
,1,adapted therapy,FALSE,1,FALSE,TRUE,{'NCT04151667'},NCT04151667
,1,monotherapy lead,FALSE,1,FALSE,TRUE,{'NCT04152018'},NCT04152018
1,,pf 06940434,FALSE,1,FALSE,FALSE,{'NCT04152018'},NCT04152018
1,,pf-06940434,FALSE,1,FALSE,FALSE,{'NCT04152018'},NCT04152018
,1,-pd-1,FALSE,1,FALSE,FALSE,{'NCT04152018'},NCT04152018
,1,pyrrole,FALSE,1,FALSE,FALSE,{'NCT04152057'},NCT04152057
,1,astx660,FALSE,1,FALSE,FALSE,{'NCT04155580'},NCT04155580
,1,jnj-74494550,FALSE,1,FALSE,FALSE,{'NCT04150887'},NCT04150887
,1,background therapy,FALSE,1,FALSE,TRUE,{'NCT04150887'},NCT04150887
1,,ly3499446,FALSE,1,FALSE,FALSE,{'NCT04165031'},NCT04165031
1,,b12b,FALSE,1,FALSE,FALSE,{'NCT04150042'},NCT04150042
1,,d2c7-,FALSE,1,FALSE,FALSE,{'NCT04160494'},NCT04160494
,1,allogeneic stem,FALSE,1,FALSE,FALSE,{'NCT04161885'},NCT04161885
,1,allogeneic stem cell transplantation,FALSE,1,FALSE,FALSE,{'NCT04161885'},NCT04161885
,1,sct,FALSE,1,FALSE,FALSE,{'NCT04161885'},NCT04161885
1,,b12b,FALSE,1,FALSE,FALSE,{'NCT04162379'},NCT04162379
1,,ketamine,FALSE,1,FALSE,FALSE,{'NCT04162028'},NCT04162028
,1,mr-guided radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04162665'},NCT04162665
,1,preoperative radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04162665'},NCT04162665
,1,mr guided radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04162665'},NCT04162665
,1,chemo,FALSE,1,FALSE,FALSE,{'NCT04163432'},NCT04163432
1,,nuc-1031,FALSE,1,FALSE,FALSE,{'NCT04163900'},NCT04163900
1,,gb221,FALSE,1,FALSE,FALSE,{'NCT04164615'},NCT04164615
1,,mk-7684,FALSE,1,FALSE,FALSE,{'NCT04165070'},NCT04165070
1,,mk-4830,FALSE,1,FALSE,FALSE,{'NCT04165083'},NCT04165083
,1,l1 therapy,FALSE,1,FALSE,TRUE,{'NCT04165096'},NCT04165096
,1,l)1 therapy,FALSE,1,FALSE,TRUE,{'NCT04165096'},NCT04165096
1,,mk-5890,FALSE,1,FALSE,FALSE,{'NCT04165096'},NCT04165096
1,,catequentinib,FALSE,1,FALSE,FALSE,{'NCT04165330'},NCT04165330
,1,nivilumab),FALSE,1,TRUE,FALSE,{'NCT04165330'},NCT04165330
,1,peripheral,TRUE,1,FALSE,FALSE,{'NCT04155710'},NCT04155710
,1,adoptive cell therapy,FALSE,1,FALSE,TRUE,{'NCT04155710'},NCT04155710
,1,autologous pbl,FALSE,1,FALSE,FALSE,{'NCT04155710'},NCT04155710
1,,iov-2001,FALSE,1,FALSE,FALSE,{'NCT04155710'},NCT04155710
1,,bosentan,FALSE,1,FALSE,FALSE,{'NCT04158635'},NCT04158635
,1,adjuvant dual anti-her2 therapy,FALSE,1,FALSE,TRUE,{'NCT04158856'},NCT04158856
1,,ifx-hu2.0,FALSE,1,FALSE,FALSE,{'NCT04160065'},NCT04160065
1,,ucart22,FALSE,1,FALSE,FALSE,{'NCT04150497'},NCT04150497
