TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids
,1,targeted receptor tyrosine,FALSE,2,FALSE,FALSE,"{'NCT04073550', 'NCT04073537'}"
,1,anti-pd-1 therapy,FALSE,2,FALSE,TRUE,"{'NCT04068181', 'NCT04072107'}"
1,,tipiracil,FALSE,2,FALSE,FALSE,"{'NCT04072445', 'NCT04073615'}"
,1,secondary,TRUE,1,FALSE,FALSE,{'NCT04071418'}
,1,assisted,FALSE,1,FALSE,FALSE,{'NCT04071418'}
,1,ic,FALSE,1,FALSE,FALSE,{'NCT04072107'}
,1,prior anti-pd-1 therapy,FALSE,1,FALSE,TRUE,{'NCT04068181'}
,1,® fish oil,FALSE,1,FALSE,FALSE,{'NCT04070833'}
1,,vitamin d,FALSE,1,FALSE,FALSE,{'NCT04070833'}
,1,d3,FALSE,1,FALSE,FALSE,{'NCT04070833'}
,1,acids,FALSE,1,FALSE,FALSE,{'NCT04070833'}
,1,acid,FALSE,1,FALSE,FALSE,{'NCT04070833'}
,1,printing,FALSE,1,FALSE,FALSE,{'NCT04071418'}
1,,serabelisib,FALSE,1,FALSE,FALSE,{'NCT04073680'}
,1,prior anti pd-1 based therapy,FALSE,1,FALSE,TRUE,{'NCT04068181'}
1,,daunorubucin,FALSE,1,FALSE,FALSE,{'NCT04069208'}
1,,anthracycline,FALSE,1,FALSE,FALSE,{'NCT04069208'}
,1,ia14,FALSE,1,FALSE,FALSE,{'NCT04069208'}
1,,arv-471,FALSE,1,FALSE,FALSE,{'NCT04072952'}
,,a,TRUE,1,FALSE,FALSE,{'NCT04072952'}
1,,liposomal doxorubucin,FALSE,1,FALSE,FALSE,{'NCT04069845'}
1,,yh25448,FALSE,1,FALSE,FALSE,{'NCT04075396'}
,1,pvtt,FALSE,1,FALSE,FALSE,{'NCT04069949'}
,1,pd-l1 axis inhibitors,FALSE,1,FALSE,FALSE,{'NCT04065152'}
1,,aspirin,FALSE,1,FALSE,FALSE,{'NCT04066725'}
,1,anti-pd-1/pd-l1 therapy,FALSE,1,FALSE,TRUE,{'NCT04066595'}
,1,checkpoint inhibitors,FALSE,1,FALSE,FALSE,{'NCT04066595'}
,1,other anti-cancer therapy,FALSE,1,FALSE,TRUE,{'NCT04071262'}
,1,combination,FALSE,1,FALSE,FALSE,{'NCT04071262'}
,1,anti-cancer therapies,FALSE,1,FALSE,FALSE,{'NCT04071262'}
,1,autologous til,FALSE,1,FALSE,FALSE,{'NCT04072263'}
1,,ifnα,FALSE,1,FALSE,FALSE,{'NCT04072263'}
,1,adoptive cell therapy,FALSE,1,FALSE,TRUE,{'NCT04072263'}
,1,l-,FALSE,1,FALSE,FALSE,{'NCT04072458'}
1,,bp1002,FALSE,1,FALSE,FALSE,{'NCT04072458'}
1,,l-bcl-2) antisense oligonucleotide,FALSE,1,FALSE,FALSE,{'NCT04072458'}
,1,tipiracil combination therapy,FALSE,1,FALSE,TRUE,{'NCT04073615'}
,1,rivocernib,FALSE,1,FALSE,FALSE,{'NCT04073615'}
,1,1b,FALSE,1,FALSE,FALSE,{'NCT04073615'}
,1,as,TRUE,1,FALSE,FALSE,{'NCT04073615'}
1,,rivoceranib,FALSE,1,FALSE,FALSE,{'NCT04073615'}
,1,go,FALSE,1,FALSE,FALSE,{'NCT04070768'}
,1,radiolabeled,FALSE,1,FALSE,FALSE,{'NCT04069299'}
1,"
",canagliflozin,FALSE,1,FALSE,FALSE,{'NCT04073680'}
,1,standard radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04068649'}
,1,chemitherapy,FALSE,1,FALSE,TRUE,{'NCT04065308'}
"
",1,daratumumnab,FALSE,1,FALSE,FALSE,{'NCT04065308'}
,1,drugs,FALSE,1,FALSE,FALSE,{'NCT04065425'}
,1,dexamethsone,FALSE,1,FALSE,FALSE,{'NCT04065425'}
,1,analog therapy,FALSE,1,FALSE,TRUE,{'NCT04069299'}
,1,go\veneoclax,FALSE,1,FALSE,FALSE,{'NCT04070768'}
,1,somatostatin analog therapy,FALSE,1,FALSE,TRUE,{'NCT04069299'}
,1,peptide receptor,FALSE,1,FALSE,FALSE,{'NCT04069299'}
,1,specialized radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04069910'}
1,,camrelizumab（shr-1210）for,FALSE,1,TRUE,FALSE,{'NCT04070040'}
1,,gemtuzumab,FALSE,1,TRUE,FALSE,{'NCT04070768'}
1,,ibi305,FALSE,1,FALSE,FALSE,{'NCT04072679'}
