TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids,link_to_ct_gov
1,,ak105,FALSE,2,FALSE,FALSE,"{'NCT04172506', 'NCT04172571'}",NCT04172506
,1,io therapy,FALSE,1,FALSE,TRUE,{'NCT04175262'},NCT04175262
,1,hypo-fractionated radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04181684'},NCT04181684
1,,otsa101-dtpa-90y,FALSE,1,FALSE,FALSE,{'NCT04176016'},NCT04176016
,,fzd10,FALSE,1,FALSE,FALSE,{'NCT04176016'},NCT04176016
1,,mecapegfilgrastim,FALSE,1,FALSE,FALSE,{'NCT04171986'},NCT04171986
,1,laser interstitial thermal therapy,FALSE,1,FALSE,TRUE,{'NCT04181684'},NCT04181684
,1,laser interstitial thermal therapy followed,FALSE,1,FALSE,TRUE,{'NCT04181684'},NCT04181684
,1,io) therapy,FALSE,1,FALSE,TRUE,{'NCT04175262'},NCT04175262
1,,90y) otsa101-dtpa,FALSE,1,FALSE,FALSE,{'NCT04176016'},NCT04176016
,1,tuo yi,FALSE,1,FALSE,FALSE,{'NCT04180995'},NCT04180995
,1,ib/,FALSE,1,FALSE,FALSE,{'NCT04172506'},NCT04172506
,1,-l,FALSE,1,FALSE,FALSE,{'NCT04170556'},NCT04170556
,1,-20s,FALSE,1,FALSE,FALSE,{'NCT04176913'},NCT04176913
,1,monocentric,TRUE,1,FALSE,FALSE,{'NCT04180995'},NCT04180995
,1,membrane,FALSE,1,FALSE,FALSE,{'NCT04176497'},NCT04176497
,1,-oncologic (,FALSE,1,FALSE,FALSE,{'NCT04175262'},NCT04175262
,1,111in,FALSE,1,FALSE,FALSE,{'NCT04176016'},NCT04176016
1,,m1b,FALSE,1,FALSE,FALSE,{'NCT04177290'},NCT04177290
,1,previous treatment,FALSE,1,FALSE,FALSE,{'NCT04177823'},NCT04177823
,1,stereotactic boost,FALSE,1,FALSE,FALSE,{'NCT04178174'},NCT04178174
1,,abbv-467,FALSE,1,FALSE,FALSE,{'NCT04178902'},NCT04178902
,1,peg-cy5.5,FALSE,1,FALSE,FALSE,{'NCT04167969'},NCT04167969
1,,imp4297,FALSE,1,FALSE,FALSE,{'NCT04169997'},NCT04169997
,1,laxatives,FALSE,1,FALSE,FALSE,{'NCT04173858'},NCT04173858
1,,naloxegol,FALSE,1,FALSE,FALSE,{'NCT04173858'},NCT04173858
,1,hz-,FALSE,1,FALSE,FALSE,{'NCT04173455'},NCT04173455
1,,hz-a-018,FALSE,1,FALSE,FALSE,{'NCT04173455'},NCT04173455
,1,systemic therapies,FALSE,1,FALSE,FALSE,{'NCT04168320'},NCT04168320
,1,accelerated radiation therapy,FALSE,1,FALSE,TRUE,{'NCT04175210'},NCT04175210
1,,tipiracil,FALSE,1,FALSE,FALSE,{'NCT04177602'},NCT04177602
1,,otsa101-dtpa-111in,FALSE,1,FALSE,FALSE,{'NCT04176016'},NCT04176016
,1,vb,FALSE,1,FALSE,FALSE,{'NCT04166383'},NCT04166383
1,,aro-hif2,FALSE,1,FALSE,FALSE,{'NCT04169711'},NCT04169711
,1,hidac,FALSE,1,FALSE,FALSE,{'NCT04173585'},NCT04173585
