TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,_ids,link_to_ct_gov
,1,topical,TRUE,1,FALSE,FALSE,{'NCT04279535'},NCT04279535
1,,radiotracer 99mtc-rwy,FALSE,1,FALSE,FALSE,{'NCT04289532'},NCT04289532
1,,h3b-6545,FALSE,1,FALSE,FALSE,{'NCT04288089'},NCT04288089
,1,dimethylsulfoxide,FALSE,1,FALSE,FALSE,{'NCT04279535'},NCT04279535
,1,standard therapies,FALSE,1,FALSE,FALSE,{'NCT04287868'},NCT04287868
,1,wiht,FALSE,1,FALSE,FALSE,{'NCT04278222'},NCT04278222
,1,nhs,FALSE,1,FALSE,FALSE,{'NCT04287868'},NCT04287868
,1,line systemic therapy,FALSE,1,FALSE,TRUE,{'NCT04287868'},NCT04287868
,1,nct02517398,FALSE,1,FALSE,FALSE,{'NCT04287868'},NCT04287868
1,,norethisterone,FALSE,1,FALSE,FALSE,{'NCT04290013'},NCT04290013
1,,tranexamic acid,FALSE,1,FALSE,FALSE,{'NCT04290013'},NCT04290013
,1,preoperative systemic therapy,FALSE,1,FALSE,TRUE,{'NCT04281355'},NCT04281355
,1,postoperative,TRUE,1,FALSE,FALSE,{'NCT04281355'},NCT04281355
,1,primary systemic therapy,FALSE,1,FALSE,TRUE,{'NCT04281355'},NCT04281355
,1,initially,FALSE,1,FALSE,FALSE,{'NCT04281355'},NCT04281355
1,,fluvastatin,FALSE,1,FALSE,FALSE,{'NCT04285749'},NCT04285749
,1,oral therapy,FALSE,1,FALSE,TRUE,{'NCT04279405'},NCT04279405
,1,stemcells,FALSE,1,FALSE,FALSE,{'NCT04282876'},NCT04282876
,1,t-cell therapy,FALSE,1,FALSE,TRUE,{'NCT04287660'},NCT04287660
,1,chemoraditherapy,FALSE,1,FALSE,TRUE,{'NCT04285866'},NCT04285866
,1,cellular,TRUE,1,FALSE,FALSE,{'NCT04279470'},NCT04279470
,1,hypofractionation,FALSE,1,FALSE,FALSE,{'NCT04284540'},NCT04284540
,1,alpha-therapy,FALSE,1,FALSE,TRUE,{'NCT04282824'},NCT04282824
,1,targeted car t-cell therapy,FALSE,1,FALSE,TRUE,{'NCT04283006'},NCT04283006
1,,kpg-818,FALSE,1,FALSE,FALSE,{'NCT04283097'},NCT04283097
,1,vap,FALSE,1,FALSE,FALSE,{'NCT04284787'},NCT04284787
,1,blockade,FALSE,1,FALSE,FALSE,{'NCT04284787'},NCT04284787
,1,albumin,FALSE,1,FALSE,FALSE,{'NCT04286711'},NCT04286711
,1,xist,FALSE,1,FALSE,FALSE,{'NCT04288739'},NCT04288739
,1,krdd,FALSE,1,FALSE,FALSE,{'NCT04288765'},NCT04288765
,1,anticancer,TRUE,1,FALSE,FALSE,{'NCT04282980'},NCT04282980
,1,68ga,FALSE,1,FALSE,FALSE,{'NCT04282824'},NCT04282824
,1,psma,FALSE,1,FALSE,FALSE,{'NCT04282824'},NCT04282824
,1,ra-223,FALSE,1,FALSE,FALSE,{'NCT04281147'},NCT04281147
1,,timolol,FALSE,1,FALSE,FALSE,{'NCT04288700'},NCT04288700
1,,captopril,FALSE,1,FALSE,FALSE,{'NCT04288700'},NCT04288700
,1,-2a,FALSE,1,FALSE,FALSE,{'NCT04280328'},NCT04280328
,1,a2ar,FALSE,1,FALSE,FALSE,{'NCT04280328'},NCT04280328
,1,supportive care medication,FALSE,1,FALSE,FALSE,{'NCT04281524'},NCT04281524
1,,csl312,FALSE,1,FALSE,FALSE,{'NCT04281524'},NCT04281524
,1,gastric,TRUE,1,FALSE,FALSE,{'NCT04281576'},NCT04281576
,1,hematopoietic stem cell transplant,FALSE,1,FALSE,FALSE,{'NCT04282187'},NCT04282187
,1,-transplant therapy,FALSE,1,FALSE,TRUE,{'NCT04282187'},NCT04282187
1,,tas1440,FALSE,1,FALSE,FALSE,{'NCT04282668'},NCT04282668
,1,tad,FALSE,1,FALSE,FALSE,{'NCT04281355'},NCT04281355
