TP,Add_to_black_list,FP,candidate,ADJ,count_nct,is_mab,is_therapy,sentence,sents,_ids,link_to_ct_gov
1,,,f520,FALSE,2,FALSE,FALSE,"A Phase 2, Open-label, Single-arm, Multicenter Study of the Efficacy and Safety of F520 in Relapsed/Refractory Peripheral T Cell Lymphoma (PTCL).","{'A Phase 2, Open-label, Single-arm, Multicenter Study of the Efficacy and Safety of F520 in Relapsed/Refractory Peripheral T Cell Lymphoma (PTCL).', 'It is a multi-center, prospective, open-label, two-stage optimized design, single-arm, phase II clinical study to evaluate the efficacy and safety of F520 for the treatment of Relapsed/Refractory Primary Central Nervous System Lymphoma (PCNSL) or Secondary Central Nervous System Lymphoma (SCNSL)', 'A Phase 2, Open-label, Single-arm, Multicenter Study of F520 in Relapsed/Refractory Primary Central Nervous System Lymphoma (PCNSL) or Secondary Central Nervous System Lymphoma (SCNSL).', 'It is a multi-center, prospective, open-label, two-stage optimized design, single-arm, phase II clinical study to evaluate the efficacy and safety of F520 for the treatment of relapsed and refractory peripheral T cell lymphoma (PTCL), and to evaluate the immunogenicity of F520'}","{'NCT04457830', 'NCT04457869'}",NCT04457830
1,,,ty101,FALSE,1,FALSE,FALSE,"A multicenter, open-label, dose-escalation and dose-expansion phase 1/2 study, to evaluate TY101 safety, tolerability, pharmacokinetic characteristics, effectiveness and immunogenicity in patients with Locally Advanced /Metastatic Solid Tumors and Relapsed or Refractory Lymphomas.","{'A multicenter, open-label, dose-escalation and dose-expansion phase 1/2 study, to evaluate TY101 safety, tolerability, pharmacokinetic characteristics, effectiveness and immunogenicity in patients with Locally Advanced /Metastatic Solid Tumors and Relapsed or Refractory Lymphomas.', 'Phase 1 (Dose Escalation)/Phase 2 (Expansion Cohort) Trial of TY101 as a Single Agent in Patients With Locally Advanced/Metastatic Solid Tumors and Relapsed or Refractory Lymphomas.'}",{'NCT04458389'},NCT04458389
1,,,aiv001,FALSE,1,FALSE,FALSE,An Exploratory Study to Evaluate the Safety and Efficacy of AIV001 Intradermally Administered in Subjects With Biopsy-confirmed Basal Cell Carcinoma.,"{'An Exploratory Study to Evaluate the Safety and Efficacy of AIV001 Intradermally Administered in Subjects With Biopsy-confirmed Basal Cell Carcinoma.', 'To evaluate safety and efficacy of AIV001 treatment on low-risk basal cell carcinoma'}",{'NCT04470726'},NCT04470726
1,,,hpn328,FALSE,1,FALSE,FALSE,"An open-label, Phase 1/2 study of HPN328 as monotherapy to assess the safety, tolerability and PK in patients with advanced cancers associated with expression of DLL3","{'An open-label, Phase 1/2 study of HPN328 as monotherapy to assess the safety, tolerability and PK in patients with advanced cancers associated with expression of DLL3', 'A Phase 1/2 Open-label, Multicenter, Dose Escalation and Dose Expansion Study of the Safety, Tolerability, and Pharmacokinetics of HPN328 in Patients With Advanced Cancers Associated With Expression of Delta Like Canonical Notch Ligand 3 (DLL3) Who Have Failed Standard Available Therapy.'}",{'NCT04471727'},NCT04471727
1,,,triamcinolone,FALSE,1,FALSE,FALSE,"The PROTECT Study: A Phase II, Open-Label Trial of PROphylactic Skin Toxicity ThErapy With Clindamycin and Triamcinolone in Glioblastoma Patients Treated With Tumor Treating Fields.","{'The PROTECT Study: A Phase II, Open-Label Trial of PROphylactic Skin Toxicity ThErapy With Clindamycin and Triamcinolone in Glioblastoma Patients Treated With Tumor Treating Fields.', 'This study will test whether using clindamycin and triamcinolone topical lotions can prevent skin-related side effects of TTFields'}",{'NCT04469075'},NCT04469075
1,,,clindamycin,FALSE,1,FALSE,FALSE,"The PROTECT Study: A Phase II, Open-Label Trial of PROphylactic Skin Toxicity ThErapy With Clindamycin and Triamcinolone in Glioblastoma Patients Treated With Tumor Treating Fields.","{'The PROTECT Study: A Phase II, Open-Label Trial of PROphylactic Skin Toxicity ThErapy With Clindamycin and Triamcinolone in Glioblastoma Patients Treated With Tumor Treating Fields.', 'This study will test whether using clindamycin and triamcinolone topical lotions can prevent skin-related side effects of TTFields'}",{'NCT04469075'},NCT04469075
1,,,18f-psma,FALSE,1,FALSE,FALSE,This prospective trial aims to determine if enhanced prostate imaging using two novel imaging technologies (high resolution DWI and 18F-PSMA PET-MRI) will detect prostate cancers not seen on standard multiparametric prostate MRI in patients considered candidates for focal HIFU,"{'This prospective trial aims to determine if enhanced prostate imaging using two novel imaging technologies (high resolution DWI and 18F-PSMA PET-MRI) will detect prostate cancers not seen on standard multiparametric prostate MRI in patients considered candidates for focal HIFU', 'High-Resolution, 18F-PSMA PET-MRI for Mapping Prostate Cancer in Patients Considering Focal High-Intensity Focused Ultrasound (HIFU) Therapy.'}",{'NCT04461509'},NCT04461509
,1,,zid,FALSE,1,FALSE,FALSE,This study aims to evaluate the efficacy of BTK inhibitor Zanubrutinib combined with Ixazomib and Dexamethasone (ZID) for the newly diagnosed Waldenstrom Macroglobulinemia.,"{'This study aims to evaluate the efficacy of BTK inhibitor Zanubrutinib combined with Ixazomib and Dexamethasone (ZID) for the newly diagnosed Waldenstrom Macroglobulinemia.', 'This ZID regimen will be given up to 24 months and stopped for observation.'}",{'NCT04463953'},NCT04463953
1,,,triprilimab,FALSE,1,TRUE,FALSE,Primary Objective:To evaluate the efficacy and safety of TIP (paclitaxel + ifosfamide + cisplatin) combined with nimotuzumab & triprilimab as neoadjuvant treatment in locally advanced penile cancer,"{'Primary Objective:To evaluate the efficacy and safety of TIP (paclitaxel + ifosfamide + cisplatin) combined with nimotuzumab & triprilimab as neoadjuvant treatment in locally advanced penile cancer', 'A Single Center and Single Arm Study of TIP (Paclitaxel + Ifosfamide + Cisplatin) Combined With Nimotuzumab & Triprilimab as Neoadjuvant Treatment in Locally Advanced Penile Cancer.'}",{'NCT04475016'},NCT04475016
,1,,tip,FALSE,1,FALSE,FALSE,Primary Objective:To evaluate the efficacy and safety of TIP (paclitaxel + ifosfamide + cisplatin) combined with nimotuzumab & triprilimab as neoadjuvant treatment in locally advanced penile cancer,"{'Primary Objective:To evaluate the efficacy and safety of TIP (paclitaxel + ifosfamide + cisplatin) combined with nimotuzumab & triprilimab as neoadjuvant treatment in locally advanced penile cancer', 'A Single Center and Single Arm Study of TIP (Paclitaxel + Ifosfamide + Cisplatin) Combined With Nimotuzumab & Triprilimab as Neoadjuvant Treatment in Locally Advanced Penile Cancer.'}",{'NCT04475016'},NCT04475016
