TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,_ids,link_to_ct_gov
1,,cs1001,FALSE,3,FALSE,FALSE,"{'NCT04187352', 'NCT04200404', 'NCT04194801'}",NCT04187352
,1,transplant,FALSE,3,FALSE,FALSE,"{'NCT04204850', 'NCT04204980', 'NCT04191187'}",NCT04204850
,1,donor stem cell transplant,FALSE,2,FALSE,FALSE,"{'NCT04195633', 'NCT04205240'}",NCT04195633
1,,max-40279-01,FALSE,2,FALSE,FALSE,"{'NCT04187495', 'NCT04183764'}",NCT04187495
,1,-csf,FALSE,2,FALSE,FALSE,"{'NCT04197882', 'NCT04195945'}",NCT04197882
1,,tripletrumab,FALSE,2,TRUE,FALSE,"{'NCT04202484', 'NCT04191343'}",NCT04202484
1,,ceftazidime,FALSE,1,FALSE,FALSE,{'NCT04187755'},NCT04187755
1,,cs1003,FALSE,1,FALSE,FALSE,{'NCT04194775'},NCT04194775
,1,supportive care,FALSE,1,FALSE,FALSE,{'NCT04193553'},NCT04193553
,1,best,FALSE,1,FALSE,FALSE,{'NCT04193553'},NCT04193553
1,,177lu-psma-i＆t psma,FALSE,1,FALSE,FALSE,{'NCT04188587'},NCT04188587
1,,sevoflurane,FALSE,1,FALSE,FALSE,{'NCT04188782'},NCT04188782
,1,pik3ca,FALSE,1,FALSE,FALSE,{'NCT04191499'},NCT04191499
,1,psma-i＆t),FALSE,1,FALSE,FALSE,{'NCT04188587'},NCT04188587
,1,radioligand therapy,FALSE,1,FALSE,TRUE,{'NCT04188587'},NCT04188587
,1,adjuvant endocrine therapy,FALSE,1,FALSE,TRUE,{'NCT04191499'},NCT04191499
,1,177 lu -labeled,FALSE,1,FALSE,FALSE,{'NCT04188587'},NCT04188587
1,,gdc-0077,FALSE,1,FALSE,FALSE,{'NCT04191499'},NCT04191499
,1,best supportive care,FALSE,1,FALSE,FALSE,{'NCT04193553'},NCT04193553
,1,angiogenesis therapy,FALSE,1,FALSE,TRUE,{'NCT04201990'},NCT04201990
,1,empirical therapy,FALSE,1,FALSE,TRUE,{'NCT04187755'},NCT04187755
,1,car-t cells,FALSE,1,FALSE,FALSE,{'NCT04194931'},NCT04194931
,1,cd19 car-t cells,FALSE,1,FALSE,FALSE,{'NCT04194931'},NCT04194931
,1,dfo-sc16.56,FALSE,1,FALSE,FALSE,{'NCT04199741'},NCT04199741
1,,cs3008,FALSE,1,FALSE,FALSE,{'NCT04194801'},NCT04194801
1,,gdc-0084,FALSE,1,FALSE,FALSE,{'NCT04192981'},NCT04192981
,1,-fc),FALSE,1,FALSE,FALSE,{'NCT04194034'},NCT04194034
,1,5-fc),FALSE,1,FALSE,FALSE,{'NCT04194034'},NCT04194034
,1,interventional,TRUE,1,FALSE,FALSE,{'NCT04186520'},NCT04186520
,1,tandem,FALSE,1,FALSE,FALSE,{'NCT04186520'},NCT04186520
,1,interleukin-,FALSE,1,FALSE,FALSE,{'NCT04186520'},NCT04186520
1,,hpn217,FALSE,1,FALSE,FALSE,{'NCT04184050'},NCT04184050
1,,cefepime,FALSE,1,FALSE,FALSE,{'NCT04187755'},NCT04187755
,1,cys39,FALSE,1,FALSE,FALSE,{'NCT04185350'},NCT04185350
1,,erythropoietin,FALSE,1,FALSE,FALSE,{'NCT04187716'},NCT04187716
,1,iron,FALSE,1,FALSE,FALSE,{'NCT04187716'},NCT04187716
,1,autologous gp96 treatment,FALSE,1,FALSE,FALSE,{'NCT04206254'},NCT04206254
,1,karillizumab,FALSE,1,TRUE,FALSE,{'NCT04202978'},NCT04202978
1,,abbv-368,FALSE,1,FALSE,FALSE,{'NCT04196283'},NCT04196283
