TP,Add_to_black_list,candidate,ADJ,count_nct,is_mab,is_therapy,nct_ids,link_to_ct_gov
1,,pd-l1 ab,FALSE,1,FALSE,FALSE,{'NCT04115111'},NCT04115111
1,,bi 1701963,FALSE,1,FALSE,FALSE,{'NCT04111458'},NCT04111458
,1,modulated chemoradiotherapy,FALSE,1,FALSE,TRUE,{'NCT04115618'},NCT04115618
1,,eo2401,FALSE,1,FALSE,FALSE,{'NCT04116658'},NCT04116658
,1,desmopressin,FALSE,1,FALSE,FALSE,{'NCT04113005'},NCT04113005
1,,yy-20394,FALSE,1,FALSE,FALSE,{'NCT04108325'},NCT04108325
,1,yy-20394-004,FALSE,1,FALSE,FALSE,{'NCT04108325'},NCT04108325
,1,later therapy,FALSE,1,FALSE,TRUE,{'NCT04110093'},NCT04110093
,1,microsatellite,FALSE,1,FALSE,FALSE,{'NCT04110093'},NCT04110093
,,albumin,FALSE,1,FALSE,FALSE,{'NCT04108013'},NCT04108013
1,,ln-145,FALSE,1,FALSE,FALSE,{'NCT04111510'},NCT04111510
1,,til therapy,FALSE,1,FALSE,TRUE,{'NCT04111510'},NCT04111510
,1,peptide,FALSE,1,FALSE,FALSE,{'NCT04114825'},NCT04114825
,1,curatively intended therapy,FALSE,1,FALSE,TRUE,{'NCT04114825'},NCT04114825
1,,rv001v,FALSE,1,FALSE,FALSE,{'NCT04114825'},NCT04114825
1,,pmd-026,FALSE,1,FALSE,FALSE,{'NCT04115306'},NCT04115306
,,dendritic cell vaccination,FALSE,1,FALSE,FALSE,{'NCT04115761'},NCT04115761
1,,adcv01,FALSE,1,FALSE,FALSE,{'NCT04115761'},NCT04115761
,1,therapyl,FALSE,1,FALSE,TRUE,{'NCT04115111'},NCT04115111
,1,-saving therapy,FALSE,1,FALSE,TRUE,{'NCT04109300'},NCT04109300
1,,using indium-111 (111in) radiolabeled h11b6,FALSE,1,FALSE,FALSE,{'NCT04116164'},NCT04116164
1,,krt-232,FALSE,1,FALSE,FALSE,{'NCT04113616'},NCT04113616
,1,cancer,FALSE,1,FALSE,FALSE,{'NCT04115267'},NCT04115267
,1,registry,FALSE,1,FALSE,FALSE,{'NCT04115267'},NCT04115267
,1,cys481,FALSE,1,FALSE,FALSE,{'NCT04115059'},NCT04115059
,1,btk,FALSE,1,FALSE,FALSE,{'NCT04115059'},NCT04115059
,1,continued therapy,FALSE,1,FALSE,TRUE,{'NCT04114136'},NCT04114136
,1,study therapy,FALSE,1,FALSE,TRUE,{'NCT04114136'},NCT04114136
1,,rosiglitazone,FALSE,1,FALSE,FALSE,{'NCT04114136'},NCT04114136
,1,ldac,FALSE,1,FALSE,FALSE,{'NCT04113616'},NCT04113616
1,,tildrakizumab,FALSE,1,TRUE,FALSE,{'NCT04112810'},NCT04112810
1,,h11b6,FALSE,1,FALSE,FALSE,{'NCT04116164'},NCT04116164
,1,riboside,FALSE,1,FALSE,FALSE,{'NCT04112641'},NCT04112641
,1,taxane,FALSE,1,FALSE,FALSE,{'NCT04112641'},NCT04112641
,1,standard maintenance therapy,FALSE,1,FALSE,TRUE,{'NCT04111978'},NCT04111978
1,,mil62,FALSE,1,FALSE,FALSE,{'NCT04110301'},NCT04110301
1,,in10018,FALSE,1,FALSE,FALSE,{'NCT04109456'},NCT04109456
,1,adjuvant endocrine therapy,FALSE,1,FALSE,TRUE,{'NCT04109066'},NCT04109066
,1,platinum,FALSE,1,FALSE,FALSE,{'NCT04116359'},NCT04116359
1,,autologous dendritic cell vaccination,FALSE,1,FALSE,FALSE,{'NCT04115761'},NCT04115761
